ID_NUMBER,ARPU_current,ARPU_3m_avg,ARPU_trend,current_tariff,OUT_LOC_ONNET_MIN,OUT_LOC_OFFNET_MIN,OUT_LOC_OFFNET_UNPAID_MIN,OUT_LOC_OFFNET_PAID_MIN,OUT_INTER_MIN,OUT_LOC_LAND_MIN,OUT_LOCAL_ONNET_SMS_AMT,OUT_LOCAL_OFFNET_SMS_AMT,OUT_LOCAL_LAND_PAID_SMS_AMT,OUT_INTER_SMS_AMT,DATA_VOLUME,LTE_DATA_VOLUME,TOTAL_ROAM_CALL_AMT,TOTAL_ROAM_SMS_AMT,TOTAL_ROAM_GPRS_MB,COUNT_CONTACT,AVG_TRANSACT_CONTACT,SUM_TRANSACT_CONTACT,AVG_DURATION_CONTACT,COUNT_BASE_STATION,arpu_segment,data_segment,call_segment,predicted_arpu,current_tariff_data_mb,current_tariff_other_operator_min,current_tariff_other_city_min,current_tariff_price
1015,14158.04,9764.093333333332,GROWING,tariff_14,23.01,39.083333333333336,39.083333333333336,0.0,0.5233333333333333,0.0,0.0,2.333333333333333,0.0,0.0,1252.93,47853.04666666667,0.0,0.0,0.0,19.0,4.066576698155646,74.33333333333333,427.6115609536662,20.0,HIGH,LITE,LOW,11226.422,2048.0,80.0,0.0,7410.4
1020,40969.94,18491.033333333336,GROWING,tariff_8,659.0500000000001,226.26666666666668,208.27,17.996666666666666,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,10930.3,79407.58666666667,0.0,0.0,0.0,30.0,23.64444444444444,709.3333333333334,2690.722222222222,20.0,HIGH,HEAVY,HIGH,15613.844,8192.0,80.0,0.0,5934.6
1021,9005.36,10689.983333333334,GROWING,tariff_10,2336.7566666666667,79.50666666666667,75.64,3.866666666666667,0.0,1.9666666666666668,1.0,0.0,0.0,0.6666666666666666,1645.7433333333336,48551.06,0.0,0.0,0.0,30.0,18.75555555555556,562.6666666666666,6458.211111111112,20.0,HIGH,LITE,HIGH,10413.561,12288.0,120.0,0.0,7504.6
1022,13334.2,10364.326666666668,GROWING,tariff_12,326.2633333333333,70.15666666666667,68.65666666666667,1.5,0.11,3.25,6.0,0.0,0.0,0.6666666666666666,2180.62,9746.423333333334,0.0,0.0,0.0,28.0,20.95833333333333,584.0,1648.1333333333332,20.0,HIGH,HEAVY,MEDIUM,10364.327,30720.0,0.0,300.0,12528.6
1023,41276.49,27865.83333333333,GROWING,tariff_14,239.875,335.875,124.1,211.775,0.0,4.2,1.0,3.0,0.0,0.5,13677.175,20124.07,0.5,0.0,0.0,30.0,23.38333333333333,701.5,2391.7,20.0,HIGH,HEAVY,HIGH,21135.973,2048.0,80.0,0.0,7410.4
1026,13439.92,8480.93,GROWING,tariff_8,701.9566666666666,108.25,94.72333333333334,13.526666666666666,0.0,0.4599999999999999,0.0,0.0,0.0,0.6666666666666666,905.9066666666668,39885.79333333333,0.0,0.0,0.0,30.0,20.655555555555555,619.6666666666666,3531.211111111111,20.0,HIGH,LITE,HIGH,7996.586,8192.0,80.0,0.0,5934.6
1028,5326.88,5962.323333333334,GROWING,tariff_8,1357.5766666666668,44.64666666666667,43.99666666666667,0.65,0.0,0.0,0.0,0.0,0.0,0.0,293.8,4023.263333333334,0.0,0.0,0.0,30.0,13.699999999999998,411.0,2977.5,20.0,HIGH,LITE,HIGH,6722.4346,8192.0,80.0,0.0,5934.6
1029,6266.91,9968.78,DECLINING,tariff_4,246.92,100.96,98.28333333333336,2.6766666666666663,0.0,11.006666666666668,0.0,0.0,0.0,0.0,3878.39,13965.94,0.0,0.0,0.0,30.0,9.833333333333334,295.0,849.0333333333333,20.0,HIGH,HEAVY,MEDIUM,11641.339,4096.0,40.0,0.0,4678.6
1031,6837.92,5103.016666666666,GROWING,tariff_10,24.093333333333337,44.24333333333334,40.22666666666667,4.016666666666667,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,2291.42,1196.2133333333334,0.0,0.0,0.0,30.0,8.516666666666666,255.5,432.15,14.333333333333334,HIGH,HEAVY,LOW,9470.691,12288.0,120.0,0.0,7504.6
1032,11889.96,8749.013333333334,GROWING,tariff_10,4.17,1.4166666666666667,1.4166666666666667,0.0,0.0,3.333333333333333,0.0,0.0,0.0,1.0,405.0733333333333,26702.02333333333,0.0,0.0,0.0766666666666666,10.0,3.375,37.5,79.21875,16.0,HIGH,LITE,LOW,5644.8145,12288.0,120.0,0.0,7504.6
1033,5593.13,2985.806666666667,GROWING,tariff_12,16.84,26.23333333333333,26.23333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,189.65666666666667,8179.286666666667,0.0,0.0,0.0,19.666666666666668,5.592587607125229,110.0,389.5001121730157,18.666666666666668,MID,LITE,LOW,5815.2793,30720.0,0.0,300.0,12528.6
1034,5593.13,7400.513333333333,DECLINING,tariff_12,33.723333333333336,124.33333333333331,110.84333333333332,13.49,4.183333333333334,11.6,0.6666666666666666,6.666666666666667,0.6666666666666666,1.0,1083.1033333333332,28547.996666666662,6.666666666666667,1.3333333333333333,514.86,30.0,5.133333333333334,154.0,426.3333333333333,20.0,HIGH,LITE,MEDIUM,10130.95,30720.0,0.0,300.0,12528.6
1036,8909.75,6138.886666666666,GROWING,tariff_4,77.21666666666665,89.63333333333333,89.63333333333333,0.0,0.0,0.1666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.0,579.86,0.0,0.3333333333333333,0.0,0.0,30.0,8.055555555555555,241.66666666666663,581.4666666666666,20.0,HIGH,LITE,MEDIUM,7076.306,4096.0,40.0,0.0,4678.6
1037,1575.78,2700.83,DECLINING,tariff_8,45.873333333333335,15.243333333333332,15.003333333333332,0.24,0.0266666666666666,0.3766666666666666,0.0,1.3333333333333333,0.0,0.0,0.0499999999999999,76.47666666666667,0.0,0.0,0.0,20.33333333333333,5.08015873015873,103.33333333333331,502.4563492063492,14.333333333333334,MID,LITE,LOW,5033.6514,8192.0,80.0,0.0,5934.6
1038,5413.14,8065.686666666666,STABLE,tariff_8,24.646666666666665,57.54333333333333,57.54333333333333,0.0,0.0,0.7566666666666667,0.0,0.6666666666666666,0.0,0.0,335.07,49448.66666666666,0.0,0.0,0.0,24.666666666666668,4.197460317460318,104.0,362.76301587301583,20.0,HIGH,LITE,LOW,8065.6865,8192.0,80.0,0.0,5934.6
1039,11130.64,9241.553333333331,GROWING,tariff_8,98.92666666666668,199.03666666666663,179.52,19.516666666666666,0.0,3.5700000000000003,1.0,0.3333333333333333,0.0,0.3333333333333333,1442.2066666666667,11252.193333333336,0.0,0.0,0.0,22.666666666666668,8.793217893217893,202.0,1091.0120634920634,20.0,HIGH,LITE,MEDIUM,9248.464,8192.0,80.0,0.0,5934.6
1041,16357.52,14049.666666666666,GROWING,tariff_12,289.3233333333333,423.54333333333335,376.1666666666667,47.376666666666665,0.0,2.8233333333333337,2.0,0.6666666666666666,0.0,1.6666666666666667,6345.526666666668,46500.170000000006,17.333333333333332,2.0,0.0,30.0,30.7,921.0,2391.2,20.0,HIGH,HEAVY,HIGH,13427.016,30720.0,0.0,300.0,12528.6
1043,4550.8,1842.29,GROWING,tariff_4,34.13333333333333,4.983333333333333,4.983333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.45,970.11,0.0,0.0,0.0,8.333333333333334,16.411111111111108,65.33333333333333,1985.0611111111111,18.666666666666668,MID,LITE,LOW,2534.9514,4096.0,40.0,0.0,4678.6
1044,5298.75,6293.2733333333335,DECLINING,tariff_8,7.506666666666667,11.853333333333332,11.853333333333332,0.0,0.0,0.91,0.0,0.3333333333333333,0.0,0.0,768.37,21331.18,0.0,0.0,0.0,16.666666666666668,3.9375,65.66666666666667,212.7476851851852,20.0,HIGH,LITE,LOW,8523.772,8192.0,80.0,0.0,5934.6
1045,5795.87,5594.81,STABLE,tariff_8,91.95666666666666,33.54666666666667,33.03666666666667,0.51,0.0,1.9666666666666663,0.0,0.0,0.0,0.0,692.5133333333333,5289.136666666666,0.3333333333333333,0.0,0.0066666666666666,18.0,7.734778121775026,138.33333333333334,591.28173374613,20.0,HIGH,LITE,MEDIUM,7772.3765,8192.0,80.0,0.0,5934.6
1046,4177.33,8666.756666666666,DECLINING,tariff_4,47.44,20.816666666666663,20.816666666666663,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.14,172.7733333333333,0.0,0.0,0.0,29.0,4.324691358024691,127.0,562.3296296296297,20.0,HIGH,LITE,LOW,6911.894,4096.0,40.0,0.0,4678.6
1048,6724.94,19651.636666666665,DECLINING,tariff_10,107.83666666666666,297.1566666666667,140.36,156.79666666666668,0.0,5.486666666666667,1.3333333333333333,0.0,0.0,0.0,70987.24,128.49333333333334,0.0,0.0,0.0,30.0,13.7,411.0,728.7777777777778,20.0,HIGH,HEAVY,HIGH,22054.201,12288.0,120.0,0.0,7504.6
1049,12066.58,7561.139999999999,GROWING,tariff_10,12.04,23.326666666666668,23.326666666666668,0.0,0.0,0.1266666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,20761.966666666667,0.0,0.0,0.0,0.0,10.0,4.597222222222222,40.0,418.2361111111112,20.0,HIGH,HEAVY,LOW,7890.2803,12288.0,120.0,0.0,7504.6
1050,5507.72,5590.026666666668,STABLE,tariff_8,970.8166666666666,79.03333333333333,74.35666666666667,4.676666666666667,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,7808.333333333333,0.0,0.0,0.0,0.0,30.0,12.877777777777778,386.3333333333333,3680.122222222222,20.0,HIGH,HEAVY,HIGH,4780.783,8192.0,80.0,0.0,5934.6
1051,6810.82,6796.843333333333,STABLE,tariff_8,227.76,170.30666666666664,152.98333333333332,17.323333333333334,0.0,0.1166666666666666,0.6666666666666666,0.0,0.0,0.0,1937.7133333333336,9725.67,0.0,0.0,0.0,30.0,7.5,225.0,912.4,20.0,HIGH,LITE,MEDIUM,7973.316,8192.0,80.0,0.0,5934.6
1053,8424.75,9024.446666666669,DECLINING,tariff_11,522.7950000000001,243.95,240.15,3.8,0.075,6.67,4.0,1.0,0.0,0.0,1550.365,7317.17,0.0,0.0,0.0,30.0,25.85,775.5,2435.8166666666666,20.0,HIGH,LITE,HIGH,12037.513,20480.0,200.0,0.0,9388.6
1054,12568.89,11665.666666666666,GROWING,tariff_8,58.68666666666667,334.34,322.99333333333334,11.346666666666666,0.0,6.3,0.6666666666666666,0.0,0.0,0.0,1156.9466666666667,22056.626666666667,0.0,0.0,0.0,30.0,13.922222222222222,417.6666666666667,1022.7444444444444,20.0,HIGH,LITE,MEDIUM,12095.869,8192.0,80.0,0.0,5934.6
1055,5565.08,8214.456666666667,STABLE,tariff_8,0.4666666666666666,44.65,41.67333333333333,2.9766666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4932.64,39266.833333333336,0.0,0.0,0.0,19.666666666666668,2.7526455026455032,54.0,454.3944444444445,20.0,HIGH,HEAVY,LOW,7690.3984,8192.0,80.0,0.0,5934.6
1057,5446.96,5553.75,GROWING,tariff_8,17.63,23.17,23.17,0.0,0.5166666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,93.49333333333334,4336.833333333333,0.0,0.0,0.0,27.33333333333333,3.183291687489589,88.33333333333333,163.06378477427953,20.0,HIGH,LITE,LOW,10166.5625,8192.0,80.0,0.0,5934.6
1058,12355.05,7896.626666666666,GROWING,tariff_8,30.17,29.066666666666663,29.066666666666663,0.0,0.5333333333333333,4.293333333333334,0.0,0.0,0.0,0.0,13351.563333333332,9765.886666666667,0.0,0.0,0.0,30.0,5.755555555555556,172.66666666666666,325.5777777777778,20.0,HIGH,HEAVY,LOW,7079.879,8192.0,80.0,0.0,5934.6
1059,1742.17,738.2666666666668,GROWING,tariff_14,0.8833333333333333,1.4833333333333334,0.0,1.4833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0966666666666666,431.5866666666666,0.0,0.0,0.0,6.333333333333333,4.25,25.666666666666668,185.5462962962963,9.0,LOW,LITE,LOW,2475.8972,2048.0,80.0,0.0,7410.4
1060,8453.6,7341.403333333333,GROWING,tariff_11,13.829999999999998,71.08,71.08,0.0,0.0,1.1,0.3333333333333333,0.0,0.0,0.3333333333333333,1060.2033333333334,25212.77666666667,0.0,0.0,0.0,30.0,5.122222222222223,153.66666666666666,300.2555555555556,20.0,HIGH,LITE,LOW,9599.087,20480.0,200.0,0.0,9388.6
1061,11999.29,8477.726666666667,GROWING,tariff_8,63.06666666666666,107.79333333333334,107.79333333333334,0.0,0.0,0.2166666666666666,0.0,0.0,0.0,0.0,5172.11,26720.64333333333,0.0,0.0,0.0,30.0,10.533333333333331,316.0,606.1,20.0,HIGH,HEAVY,MEDIUM,8915.016,8192.0,80.0,0.0,5934.6
1063,21371.63,11890.31,GROWING,tariff_12,26.906666666666663,56.03666666666666,56.03666666666666,0.0,0.0,13.490000000000002,0.0,1.0,0.0,0.0,1316.8366666666666,62582.043333333335,0.0,0.0,0.0,30.0,6.466666666666666,194.0,290.0888888888889,20.0,HIGH,LITE,LOW,10158.733,30720.0,0.0,300.0,12528.6
1065,14448.52,11198.316666666666,GROWING,tariff_10,91.15333333333332,143.97333333333333,79.24,64.73333333333333,0.0,11.803333333333333,1.3333333333333333,3.0,0.0,0.0,918.14,39897.113333333335,0.0,0.0,0.0,30.0,12.333333333333334,370.0,931.7,20.0,HIGH,LITE,MEDIUM,12635.025,12288.0,120.0,0.0,7504.6
1066,14508.5,8394.47,GROWING,tariff_10,32.98666666666667,12.603333333333332,12.603333333333332,0.0,0.0,1.8433333333333333,1.0,0.3333333333333333,0.0,0.0,4488.59,17250.59,0.0,0.0,0.0,12.666666666666666,3.098412698412698,39.0,425.1656084656085,20.0,HIGH,HEAVY,LOW,6476.77,12288.0,120.0,0.0,7504.6
1067,0.0,0.0,STABLE,tariff_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,88.0,1.5,LOW,NON_USER,LOW,0.0,0.0,0.0,0.0,0.0
1068,12343.28,7799.259999999999,GROWING,tariff_10,282.55,145.02333333333334,145.02333333333334,0.0,0.0,2.0866666666666664,2.0,0.0,0.0,0.0,860.98,17721.486666666668,0.0,0.0,0.0,30.0,13.833333333333334,415.0,1445.0666666666666,20.0,HIGH,LITE,HIGH,9503.82,12288.0,120.0,0.0,7504.6
1070,16084.21,14017.67,STABLE,tariff_10,93.71333333333332,251.59,83.29,168.3,0.0,3.723333333333333,1.3333333333333333,1.0,0.0,1.3333333333333333,728.75,20600.2,0.0,0.0,0.0,30.0,11.5,345.0,1241.7444444444443,20.0,HIGH,LITE,MEDIUM,11331.755,12288.0,120.0,0.0,7504.6
1071,5298.75,5332.39,STABLE,tariff_8,72.09666666666666,13.496666666666664,13.496666666666664,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,496.75,13629.553333333335,0.0,0.0,0.0,15.666666666666666,8.224786324786324,115.0,798.2307692307692,20.0,HIGH,LITE,LOW,8253.364,8192.0,80.0,0.0,5934.6
1072,11200.29,7566.860000000001,GROWING,tariff_8,528.7033333333333,206.56,202.26666666666665,4.293333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3188.8700000000003,92625.99,0.0,0.0,0.0,26.0,17.948159758504584,462.3333333333333,2170.651766709238,20.0,HIGH,HEAVY,HIGH,9151.546,8192.0,80.0,0.0,5934.6
1073,20645.5,14224.86,GROWING,tariff_8,84.92666666666666,39.17666666666667,39.17666666666667,0.0,0.0,1.8066666666666664,0.3333333333333333,2.333333333333333,0.0,0.0,2389.34,59080.46333333334,0.0,0.0,0.0,30.0,7.866666666666666,236.0,430.6000000000001,20.0,HIGH,HEAVY,MEDIUM,11080.456,8192.0,80.0,0.0,5934.6
1074,24642.06,15956.726666666667,GROWING,tariff_12,46.10666666666666,249.95,184.88333333333333,65.06666666666666,0.1766666666666666,2.0766666666666667,0.3333333333333333,0.0,0.0,0.6666666666666666,691.3966666666666,32283.35,0.0,0.0,0.0,30.0,11.21111111111111,336.3333333333333,893.9,20.0,HIGH,LITE,MEDIUM,11305.209,30720.0,0.0,300.0,12528.6
1075,11464.08,9468.63,GROWING,tariff_8,267.61,145.96666666666667,145.96666666666667,0.0,0.0,23.65,1.6666666666666667,1.3333333333333333,0.0,0.0,3115.5033333333336,38885.996666666666,0.0,0.0,0.0,29.33333333333333,21.80079365079365,639.6666666666666,1313.0865079365078,20.0,HIGH,HEAVY,HIGH,10276.532,8192.0,80.0,0.0,5934.6
1077,6700.54,6708.943333333334,STABLE,tariff_10,11.073333333333332,1.05,1.05,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3829.8600000000006,54459.23333333334,0.0,0.0,0.0,6.333333333333333,4.065476190476191,23.0,1312.4107142857144,20.0,HIGH,HEAVY,LOW,8760.848,12288.0,120.0,0.0,7504.6
1078,6926.78,8413.703333333333,DECLINING,tariff_10,10.116666666666664,31.08,31.08,0.0,0.5666666666666667,4.7,0.0,0.0,0.0,0.0,465.6766666666667,21139.47333333333,0.0,0.0,0.0,26.33333333333333,1.8543859649122805,51.0,142.04152046783625,20.0,HIGH,LITE,LOW,8776.691,12288.0,120.0,0.0,7504.6
1079,8382.67,10445.283333333333,DECLINING,tariff_11,354.01666666666665,266.6466666666667,262.43,4.216666666666667,0.0,3.3766666666666665,0.3333333333333333,0.0,0.0,0.0,12077.833333333334,63837.24,0.0,0.0,0.0,30.0,15.566666666666668,467.0,2193.4444444444443,20.0,HIGH,HEAVY,HIGH,13985.941,20480.0,200.0,0.0,9388.6
1081,12070.79,16576.153333333332,DECLINING,tariff_11,175.94666666666663,115.06333333333332,115.06333333333332,0.0,0.0,1.086666666666667,0.0,0.0,0.0,0.0,14907.876666666669,29412.75,0.0,0.0,0.0,30.0,10.77777777777778,323.3333333333333,1247.5444444444445,20.0,HIGH,HEAVY,MEDIUM,8893.651,20480.0,200.0,0.0,9388.6
1082,12293.67,10972.553333333335,GROWING,tariff_10,53.45333333333334,122.05,100.08333333333331,21.96666666666667,0.0,0.4599999999999999,0.6666666666666666,0.0,0.0,0.0,7866.73,33620.073333333334,0.0,0.0,0.0,30.0,9.144444444444444,274.3333333333333,831.4222222222221,20.0,HIGH,HEAVY,MEDIUM,10007.658,12288.0,120.0,0.0,7504.6
1083,6138.73,3991.276666666666,GROWING,tariff_8,88.50999999999999,45.47666666666667,26.5,18.976666666666667,0.0,0.0,0.0,0.0,0.0,0.0,261.7966666666667,0.0,0.0,0.0,0.0,30.0,3.233333333333333,97.0,533.9444444444445,20.0,MID,LITE,MEDIUM,6817.344,8192.0,80.0,0.0,5934.6
1084,7680.09,9034.98,DECLINING,tariff_10,210.65666666666667,223.40666666666667,216.95,6.456666666666667,0.0,0.8666666666666666,0.0,0.0,0.0,5.666666666666667,3390.09,39269.29,0.0,0.0,0.0,30.0,23.222222222222225,696.6666666666666,1205.4222222222222,20.0,HIGH,HEAVY,HIGH,13070.362,12288.0,120.0,0.0,7504.6
1086,8363.52,6556.540000000001,GROWING,tariff_4,2.2833333333333337,56.59666666666666,49.88,6.716666666666666,0.2733333333333333,1.3099999999999998,0.0,0.0,0.0,2.6666666666666665,327.7866666666667,16236.396666666667,0.0,0.0,0.0,25.0,8.792050944224856,220.0,411.4587615283267,20.0,HIGH,LITE,LOW,7141.318,4096.0,40.0,0.0,4678.6
1087,4974.92,5269.966666666666,DECLINING,tariff_4,45.84333333333333,77.97333333333333,77.08333333333333,0.89,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1288.4333333333334,7115.763333333333,0.0,0.0,0.0,28.33333333333333,5.582222222222222,158.0,372.32666666666665,20.0,HIGH,LITE,MEDIUM,8063.11,4096.0,40.0,0.0,4678.6
1088,6700.54,9154.573333333334,STABLE,tariff_10,935.6933333333332,109.80666666666669,106.76333333333334,3.043333333333333,0.0,0.2766666666666666,0.0,0.0,0.0,0.3333333333333333,1504.18,28037.216666666664,0.0,0.0,0.0,30.0,9.733333333333334,292.0,2767.7666666666664,20.0,HIGH,LITE,HIGH,8747.373,12288.0,120.0,0.0,7504.6
1089,10582.55,10653.096666666666,DECLINING,tariff_14,29.973333333333333,112.25,39.836666666666666,72.41333333333334,0.0,9.77,0.0,23.33333333333333,0.0,0.0,246.3,3768.013333333334,0.0,0.0,0.0,30.0,7.388888888888888,221.66666666666663,688.2555555555555,20.0,HIGH,LITE,MEDIUM,12843.887,2048.0,80.0,0.0,7410.4
1090,17443.55,15148.886666666667,GROWING,tariff_8,864.9733333333334,160.54999999999998,121.9,38.65,0.0,32.4,0.0,0.6666666666666666,0.0,0.6666666666666666,1791.6966666666667,30795.466666666664,0.0,0.0,0.0,30.0,13.777777777777777,413.3333333333333,3272.7444444444445,20.0,HIGH,LITE,HIGH,11658.45,8192.0,80.0,0.0,5934.6
1091,9711.2,7368.89,GROWING,tariff_8,265.66,36.083333333333336,36.083333333333336,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1058.2766666666666,35923.026666666665,0.0,0.0,0.0,19.0,9.401985355545728,178.33333333333334,1516.5149638802889,20.0,HIGH,LITE,MEDIUM,5232.1245,8192.0,80.0,0.0,5934.6
1092,3411.74,7574.236666666667,DECLINING,tariff_12,24.42,77.79,63.95666666666667,13.833333333333334,0.0,0.1766666666666666,0.3333333333333333,0.0,0.0,0.0,14441.646666666667,4568.256666666667,0.0,0.0,0.0,23.33333333333333,4.714478114478115,110.0,416.5622895622896,17.0,HIGH,HEAVY,MEDIUM,7330.248,30720.0,0.0,300.0,12528.6
1094,13008.3,7882.613333333334,GROWING,tariff_10,10.543333333333331,1.143333333333333,1.143333333333333,0.0,0.0,0.0,2.333333333333333,0.3333333333333333,0.0,0.0,1643.97,13977.08,0.3333333333333333,0.0,0.1066666666666666,4.333333333333333,6.5,27.0,285.15000000000003,20.0,HIGH,LITE,LOW,6865.7217,12288.0,120.0,0.0,7504.6
1095,8382.67,9181.663333333332,GROWING,tariff_11,124.66,40.54,40.54,0.0,0.0,0.0,4.333333333333333,0.0,0.0,0.0,5045.81,48440.99333333334,0.0,0.0,0.0,30.0,8.044444444444444,241.33333333333337,635.2444444444444,20.0,HIGH,HEAVY,MEDIUM,10326.377,20480.0,200.0,0.0,9388.6
1096,18161.82,17391.86333333333,DECLINING,tariff_10,171.01666666666668,215.6266666666667,215.6266666666667,0.0,0.6233333333333334,37.91333333333333,10.0,3.6666666666666665,0.0,1.0,285.54,4676.873333333333,0.0,0.0,0.0,30.0,8.455555555555556,253.66666666666663,1010.0111111111112,20.0,HIGH,LITE,MEDIUM,17391.863,12288.0,120.0,0.0,7504.6
1097,6840.62,5544.696666666667,GROWING,tariff_8,4.75,0.0,0.0,0.0,0.0,0.0,2.333333333333333,1.6666666666666667,0.0,0.0,278.73,4741.48,0.0,0.0,0.0,7.666666666666667,3.095238095238095,23.0,105.34920634920634,20.0,HIGH,LITE,LOW,4815.699,8192.0,80.0,0.0,5934.6
1098,8943.38,9578.026666666668,STABLE,tariff_11,91.44,99.55333333333331,99.55333333333331,0.0,0.0,4.47,0.0,0.0,0.0,0.3333333333333333,497.1566666666667,28802.41333333333,0.0,0.0,0.0033333333333333,30.0,7.5,225.0,722.6666666666666,20.0,HIGH,LITE,MEDIUM,10691.716,20480.0,200.0,0.0,9388.6
